Folha;Data_Contabil;Data_Lancamento;Historico;Detalhe;Lote;Banco;Origem;Documento;Valor;Tipo;Saldo;Eh_Cheque;Notas
1/2;10.12.2018;;345-BB CP Administrat Supremo;;;;;070;20,00;D;0,00 C;Nao;
1/2;11.12.2018;;870-Transferência recebida;;99015;;;551765000003519;3.000,00;C;;Nao;
1/2;11.12.2018;;002-Cheque;;19640;;;851574;3.000,00;D;0,00 C;Sim;
1/2;12.12.2018;;870-Transferência recebida;;99015;;;551765000003519;4.500,00;C;;Nao;
1/2;12.12.2018;;102-Cheque Compensado;;13079;756;1981;851577;4.311,56;D;;Sim;
1/2;12.12.2018;;345-BB CP Administrat Supremo;;;;;070;188,44;D;0,00 C;Nao;
1/2;13.12.2018;;870-Transferência recebida;;99015;;;551765000003519;1.190,00;C;;Nao;
1/2;13.12.2018;;002-Cheque;;12162;;;851579;1.190,00;D;0,00 C;Sim;
1/2;14.12.2018;;002-Cheque;;12162;;;851578;300,00;D;;Sim;
1/2;14.12.2018;;855-BB CP Administrat Supremo;;;;;070;300,00;C;0,00 C;Nao;
1/2;18.12.2018;;102-Cheque Compensado;;13079;1;1981;851580;1.300,00;D;;Sim;
1/2;18.12.2018;;855-BB CP Administrat Supremo;;;;;070;105,44;C;;Nao;
1/3;28.09.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;01.10.2018;;870-Transferência recebida;;99015;;;551765000007852;5.848,76;C;;Nao;
1/3;01.10.2018;;102-Cheque Compensado;;13079;1;1981;851513;3.376,00;D;;Sim;
1/3;01.10.2018;;102-Cheque Compensado;;13079;756;1981;851514;1.800,00;D;;Sim;
1/3;01.10.2018;;345-BB CP Administrat Supremo;;;;;070;672,76;D;0,00 C;Nao;
1/3;02.10.2018;;102-Cheque Compensado;;13079;1;1981;851509;76,00;D;;Sim;
1/3;02.10.2018;;855-BB CP Administrat Supremo;;;;;070;76,00;C;0,00 C;Nao;
1/3;03.10.2018;;870-Transferência recebida;;99015;;;551765000007325;1.000,00;C;;Nao;
1/3;03.10.2018;;870-Transferência recebida;;99015;;;551765000018525;3.000,00;C;;Nao;
1/3;03.10.2018;;345-BB CP Administrat Supremo;;;;;070;4.000,00;D;0,00 C;Nao;
1/3;04.10.2018;;870-Transferência recebida;;99015;;;551765000007327;3.000,00;C;;Nao;
1/3;04.10.2018;;870-Transferência recebida;;99015;;;551765000007852;500,00;C;;Nao;
1/3;04.10.2018;;002-Cheque;;12162;;;851516;4.000,00;D;;Sim;
1/3;04.10.2018;;855-BB CP Administrat Supremo;;;;;070;500,00;C;0,00 C;Nao;
1/3;05.10.2018;;870-Transferência recebida;;99015;;;551765000007325;900,00;C;;Nao;
1/3;05.10.2018;;870-Transferência recebida;;99015;;;551765000007326;2.800,00;C;;Nao;
1/3;05.10.2018;;002-Cheque;;19640;;;851517;3.980,45;D;;Sim;
1/3;05.10.2018;;002-Cheque;;12162;;;851518;3.500,00;D;;Sim;
1/3;05.10.2018;;855-BB CP Administrat Supremo;;;;;070;3.780,45;C;0,00 C;Nao;
1/3;08.10.2018;;976-TED-Crédito em Conta;;14175;;;3048729;4.000,00;C;;Nao;
1/3;08.10.2018;;002-Cheque;;19640;;;851515;280,00;D;;Sim;
1/3;08.10.2018;;002-Cheque;;12162;;;851519;4.000,00;D;;Sim;
1/3;08.10.2018;;855-BB CP Administrat Supremo;;;;;070;280,00;C;0,00 C;Nao;
1/3;10.10.2018;;976-TED-Crédito em Conta;;14175;;;9078081;3.000,00;C;;Nao;
1/3;10.10.2018;;976-TED-Crédito em Conta;;14175;;;9088848;3.300,00;C;;Nao;
1/3;10.10.2018;;976-TED-Crédito em Conta;;14175;;;9099926;500,00;C;;Nao;
1/3;10.10.2018;;002-Cheque;;12162;;;851520;6.800,00;D;0,00 C;Sim;
1/3;17.10.2018;;102-Cheque Compensado;;13079;104;1981;851521;500,00;D;;Sim;
1/3;17.10.2018;;855-BB CP Administrat Supremo;;;;;070;367,36;C;;Nao;
1/3;17.10.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851521;500,00;C;;Sim;
1/3;17.10.2018;;248-Estorno Resgate Automático;;;;;070;367,36;D;0,00 C;Nao;
1/3;18.10.2018;;870-Transferência recebida;;99015;;;551765000003519;4.480,00;C;;Nao;
1/3;18.10.2018;;870-Transferência recebida;;99015;;;551765000008004;3.000,00;C;;Nao;
2/3;18.10.2018;;002-Cheque;;19640;;;851522;2.500,00;D;;Sim;
2/3;18.10.2018;;002-Cheque;;19222;;;851523;4.480,00;D;;Sim;
2/3;18.10.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851521;0,35;D;;Nao;
2/3;18.10.2018;;345-BB CP Administrat Supremo;;;;;070;499,65;D;0,00 C;Nao;
2/3;19.10.2018;;870-Transferência recebida;;99015;;;551765000003519;650,00;C;;Nao;
2/3;19.10.2018;;976-TED-Crédito em Conta;;14175;;;9419435;200,00;C;;Nao;
2/3;19.10.2018;;002-Cheque;;19640;;;851525;450,00;D;;Sim;
2/3;19.10.2018;;275-Tarifa Devolução de Cheque;;13113;;;852920700035344;64,00;D;;Sim;
2/3;19.10.2018;;345-BB CP Administrat Supremo;;;;;070;336,00;D;0,00 C;Nao;
2/3;22.10.2018;;102-Cheque Compensado;;13079;104;1981;851521;500,00;D;;Sim;
2/3;22.10.2018;;102-Cheque Compensado;;13079;756;1981;851526;3.863,92;D;;Sim;
2/3;22.10.2018;;102-Cheque Compensado;;13079;756;1981;851527;500,00;D;;Sim;
2/3;22.10.2018;;855-BB CP Administrat Supremo;;;;;070;1.203,22;C;;Nao;
2/3;22.10.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851526;3.863,92;C;;Sim;
2/3;22.10.2018;;248-Estorno Resgate Automático;;;;;070;1.203,22;D;;Nao;
2/3;22.10.2018;;855-BB CP Administrat Supremo;;;;;070;1.000,00;C;0,00 C;Nao;
2/3;23.10.2018;;870-Transferência recebida;;99015;;;551765000008004;4.000,00;C;;Nao;
2/3;23.10.2018;;870-Transferência recebida;;99015;;;551765000015661;3.213,92;C;;Nao;
2/3;23.10.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851526;0,35;D;;Nao;
2/3;23.10.2018;;102-Cheque Compensado;;13079;1;1981;851528;2.000,00;D;;Sim;
2/3;23.10.2018;;345-BB CP Administrat Supremo;;;;;070;5.213,57;D;0,00 C;Nao;
2/3;24.10.2018;;275-Tarifa Devolução de Cheque;;13113;;;812970700044333;64,00;D;;Sim;
2/3;24.10.2018;;102-Cheque Compensado;;13079;756;1981;851526;3.863,92;D;;Sim;
2/3;24.10.2018;;855-BB CP Administrat Supremo;;;;;070;3.927,92;C;0,00 C;Nao;
2/3;25.10.2018;;002-Cheque;;19640;;;851524;400,00;D;;Sim;
2/3;25.10.2018;;002-Cheque;;19640;;;851530;160,09;D;;Sim;
2/3;25.10.2018;;855-BB CP Administrat Supremo;;;;;070;560,09;C;0,00 C;Nao;
2/3;29.10.2018;;870-Transferência recebida;;99015;;;551765000003519;1.600,00;C;;Nao;
2/3;29.10.2018;;870-Transferência recebida;;99015;;;551765000010822;1.500,00;C;;Nao;
2/3;29.10.2018;;102-Cheque Compensado;;13079;756;1981;851531;270,47;D;;Sim;
2/3;29.10.2018;;102-Cheque Compensado;;13079;756;1981;851534;184,17;D;;Sim;
2/3;29.10.2018;;345-BB CP Administrat Supremo;;;;;070;2.645,36;D;0,00 C;Nao;
2/3;30.10.2018;;870-Transferência recebida;;99015;;;551765000003519;345,00;C;;Nao;
2/3;30.10.2018;;002-Cheque;;12162;;;851529;39,39;D;;Sim;
2/3;30.10.2018;;002-Cheque;;12162;;;851535;2.000,00;D;;Sim;
2/3;30.10.2018;;102-Cheque Compensado;;13079;1;1981;851533;7.494,36;D;;Sim;
1/1;28.08.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/1;05.09.2018;;870-Transferência recebida;;99015;;;551765000012211;2.500,00;C;;Nao;
1/1;05.09.2018;;870-Transferência recebida;;99015;;;551765000012211;700,00;C;;Nao;
1/1;05.09.2018;;002-Cheque;;12162;;;851500;700,00;D;;Sim;
1/1;05.09.2018;;102-Cheque Compensado;;13079;1;1981;851498;2.000,00;D;;Sim;
1/1;05.09.2018;;102-Cheque Compensado;;13079;756;1981;851499;500,00;D;0,00 C;Sim;
1/1;24.09.2018;;870-Transferência recebida;;99015;;;551765000014677;3.000,00;C;;Nao;
1/1;24.09.2018;;976-TED-Crédito em Conta;;14175;;;4509170;1.000,00;C;;Nao;
1/1;24.09.2018;;102-Cheque Compensado;;13079;237;1981;851502;790,00;D;;Sim;
1/1;24.09.2018;;102-Cheque Compensado;;13079;756;1981;851503;500,00;D;;Sim;
1/1;24.09.2018;;345-BB CP Administrat Supremo;;;;;070;2.710,00;D;0,00 C;Nao;
1/1;25.09.2018;;870-Transferência recebida;;99015;;;551765000014677;300,00;C;;Nao;
1/1;25.09.2018;;870-Transferência recebida;;99015;;;551765000014677;1.500,00;C;;Nao;
1/1;25.09.2018;;002-Cheque;;12162;;;851501;3.000,00;D;;Sim;
1/1;25.09.2018;;855-BB CP Administrat Supremo;;;;;070;1.200,00;C;0,00 C;Nao;
1/1;26.09.2018;;870-Transferência recebida;;99015;;;551765000014677;4.000,00;C;;Nao;
1/1;26.09.2018;;002-Cheque;;19640;;;851505;910,00;D;;Sim;
1/1;26.09.2018;;345-BB CP Administrat Supremo;;;;;070;3.090,00;D;0,00 C;Nao;
1/1;27.09.2018;;002-Cheque;;12162;;;851508;1.400,00;D;;Sim;
1/1;27.09.2018;;855-BB CP Administrat Supremo;;;;;070;1.400,00;C;0,00 C;Nao;
1/1;28.09.2018;;103-Cheque Pago em Outra Agênc;;15037;;4742;851506;500,00;D;;Sim;
1/1;28.09.2018;;102-Cheque Compensado;;13079;1;1981;851507;2.000,00;D;;Sim;
1/1;28.09.2018;;102-Cheque Compensado;;13079;756;1981;851511;600,00;D;;Sim;
1/1;28.09.2018;;855-BB CP Administrat Supremo;;;;;070;3.100,00;C;0,00 C;Nao;
1/2;31.07.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;01.08.2018;;102-Cheque Compensado;;13079;756;1981;851478;175,00;D;;Sim;
1/2;01.08.2018;;855-BB CP Administrat Supremo;;;;;070;175,00;C;0,00 C;Nao;
1/2;02.08.2018;;870-Transferência recebida;;99015;;;551765000014677;3.800,00;C;;Nao;
1/2;02.08.2018;;002-Cheque;;12162;;;851479;3.800,00;D;0,00 C;Sim;
1/2;03.08.2018;;870-Transferência recebida;;99015;;;551765000003519;2.200,00;C;;Nao;
1/2;03.08.2018;;002-Cheque;;12162;;;851480;2.200,00;D;0,00 C;Sim;
1/2;06.08.2018;;870-Transferência recebida;;99015;;;551765000003519;1.000,00;C;;Nao;
1/2;06.08.2018;;002-Cheque;;19640;;;851483;1.000,00;D;0,00 C;Sim;
1/2;07.08.2018;;102-Cheque Compensado;;13079;237;1981;851477;500,00;D;;Sim;
1/2;07.08.2018;;855-BB CP Administrat Supremo;;;;;070;500,00;C;0,00 C;Nao;
1/2;08.08.2018;;870-Transferência recebida;;99015;;;551765000014677;3.430,94;C;;Nao;
1/2;08.08.2018;;976-TED-Crédito em Conta;;14175;;;6689913;4.300,00;C;;Nao;
1/2;08.08.2018;;002-Cheque;;12162;;;851481;4.300,00;D;;Sim;
1/2;08.08.2018;;102-Cheque Compensado;;13079;756;1981;851484;3.430,94;D;0,00 C;Sim;
1/2;09.08.2018;;870-Transferência recebida;;99015;;;551765000003519;1.400,00;C;;Nao;
1/2;09.08.2018;;102-Cheque Compensado;;13079;756;1981;851485;500,00;D;;Sim;
1/2;09.08.2018;;345-BB CP Administrat Supremo;;;;;070;900,00;D;0,00 C;Nao;
1/2;10.08.2018;;870-Transferência recebida;;99015;;;551765000010050;3.500,00;C;;Nao;
1/2;10.08.2018;;002-Cheque;;12162;;;851486;900,00;D;;Sim;
1/2;10.08.2018;;002-Cheque;;12162;;;851488;2.500,00;D;;Sim;
1/2;10.08.2018;;102-Cheque Compensado;;13079;756;1981;851487;1.000,00;D;;Sim;
1/2;10.08.2018;;855-BB CP Administrat Supremo;;;;;070;900,00;C;0,00 C;Nao;
1/2;13.08.2018;;976-TED-Crédito em Conta;;14175;;;6932009;4.300,00;C;;Nao;
1/2;13.08.2018;;002-Cheque;;19640;;;851482;4.300,00;D;0,00 C;Sim;
1/2;16.08.2018;;870-Transferência recebida;;99015;;;551765000014677;3.000,00;C;;Nao;
1/2;16.08.2018;;002-Cheque;;12162;;;851489;3.000,00;D;0,00 C;Sim;
1/2;17.08.2018;;870-Transferência recebida;;99015;;;551765000003519;1.500,00;C;;Nao;
1/2;17.08.2018;;002-Cheque;;12162;;;851490;1.500,00;D;0,00 C;Sim;
1/2;20.08.2018;;870-Transferência recebida;;99015;;;551765000008004;2.300,00;C;;Nao;
1/2;20.08.2018;;345-BB CP Administrat Supremo;;;;;070;2.300,00;D;0,00 C;Nao;
1/2;21.08.2018;;870-Transferência recebida;;99015;;;551765000003519;660,00;C;;Nao;
1/2;21.08.2018;;870-Transferência recebida;;99015;;;551765000018525;3.000,00;C;;Nao;
1/2;29.06.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;03.07.2018;;870-Transferência recebida;;99015;;;551765000014677;3.000,00;C;;Nao;
1/2;03.07.2018;;002-Cheque;;12162;;;851451;3.000,00;D;0,00 C;Sim;
1/2;04.07.2018;;870-Transferência recebida;;99015;;;551765000003519;1.500,00;C;;Nao;
1/2;04.07.2018;;870-Transferência recebida;;99015;;;551765000018026;2.887,28;C;;Nao;
1/2;04.07.2018;;002-Cheque;;12162;;;851460;2.880,57;D;;Sim;
1/2;04.07.2018;;102-Cheque Compensado;;13079;756;1981;851458;660,00;D;;Sim;
1/2;04.07.2018;;345-BB CP Administrat Supremo;;;;;070;846,71;D;0,00 C;Nao;
1/2;06.07.2018;;002-Cheque;;19640;;;851455;500,00;D;;Sim;
1/2;06.07.2018;;102-Cheque Compensado;;13079;104;1981;851459;300,00;D;;Sim;
1/2;06.07.2018;;855-BB CP Administrat Supremo;;;;;070;800,00;C;0,00 C;Nao;
1/2;12.07.2018;;870-Transferência recebida;;99015;;;551765000003519;1.330,00;C;;Nao;
1/2;12.07.2018;;002-Cheque;;19640;;;851461;1.330,00;D;0,00 C;Sim;
1/2;13.07.2018;;870-Transferência recebida;;99015;;;551765000003519;6.000,00;C;;Nao;
1/2;13.07.2018;;345-BB CP Administrat Supremo;;;;;070;6.000,00;D;0,00 C;Nao;
1/2;19.07.2018;;002-Cheque;;19640;;;851463;1.880,00;D;;Sim;
1/2;19.07.2018;;002-Cheque;;19640;;;851464;2.850,93;D;;Sim;
1/2;19.07.2018;;855-BB CP Administrat Supremo;;;;;070;4.730,93;C;0,00 C;Nao;
1/2;20.07.2018;;870-Transferência recebida;;99015;;;551765000014677;4.700,00;C;;Nao;
1/2;20.07.2018;;870-Transferência recebida;;99015;;;551765000018026;3.700,00;C;;Nao;
1/2;20.07.2018;;002-Cheque;;19640;;;851462;3.000,00;D;;Sim;
1/2;20.07.2018;;002-Cheque;;19640;;;851465;800,00;D;;Sim;
1/2;20.07.2018;;002-Cheque;;19640;;;851467;1.000,00;D;;Sim;
1/2;20.07.2018;;002-Cheque;;19222;;;851468;2.000,00;D;;Sim;
1/2;20.07.2018;;102-Cheque Compensado;;13079;104;1981;851469;1.700,00;D;;Sim;
1/2;20.07.2018;;855-BB CP Administrat Supremo;;;;;070;100,00;C;0,00 C;Nao;
1/2;24.07.2018;;102-Cheque Compensado;;13079;756;1981;851466;309,75;D;;Sim;
1/2;24.07.2018;;855-BB CP Administrat Supremo;;;;;070;309,75;C;0,00 C;Nao;
1/2;25.07.2018;;870-Transferência recebida;;99015;;;551765000014677;3.200,00;C;;Nao;
1/2;25.07.2018;;002-Cheque;;19640;;;851472;2.500,00;D;;Sim;
1/2;25.07.2018;;345-BB CP Administrat Supremo;;;;;070;700,00;D;0,00 C;Nao;
1/2;27.07.2018;;870-Transferência recebida;;99015;;;551765000007325;1.400,00;C;;Nao;
1/2;27.07.2018;;870-Transferência recebida;;99015;;;551765000014677;2.500,00;C;;Nao;
1/3;30.05.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;01.06.2018;;102-Cheque Compensado;;13079;341;1981;141034;50,00;D;;Sim;
1/3;01.06.2018;;102-Cheque Compensado;;13079;104;1981;141041;210,00;D;;Sim;
1/3;01.06.2018;;855-BB CP Administrat Supremo;;;;;070;260,00;C;0,00 C;Nao;
1/3;04.06.2018;;102-Cheque Compensado;;13079;237;1981;141042;210,00;D;;Sim;
1/3;04.06.2018;;102-Cheque Compensado;;13079;1;1981;141044;210,00;D;;Sim;
1/3;04.06.2018;;102-Cheque Compensado;;13079;1;1981;141046;630,00;D;;Sim;
1/3;04.06.2018;;855-BB CP Administrat Supremo;;;;;070;1.050,00;C;0,00 C;Nao;
1/3;05.06.2018;;870-Transferência recebida;;99015;;;551765000008004;3.000,00;C;;Nao;
1/3;05.06.2018;;002-Cheque;;12162;;;141048;3.000,00;D;;Sim;
1/3;05.06.2018;;102-Cheque Compensado;;13079;1;1981;141036;30,00;D;;Sim;
1/3;05.06.2018;;102-Cheque Compensado;;13079;756;1981;141037;36,70;D;;Sim;
1/3;05.06.2018;;102-Cheque Compensado;;13079;756;1981;141043;210,00;D;;Sim;
1/3;05.06.2018;;855-BB CP Administrat Supremo;;;;;070;276,70;C;0,00 C;Nao;
1/3;06.06.2018;;870-Transferência recebida;;99015;;;551765000014677;4.700,00;C;;Nao;
1/3;06.06.2018;;345-BB CP Administrat Supremo;;;;;070;4.700,00;D;0,00 C;Nao;
1/3;07.06.2018;;870-Transferência recebida;;99015;;;551765000007325;2.000,00;C;;Nao;
1/3;07.06.2018;;002-Cheque;;12162;;;141049;800,00;D;;Sim;
1/3;07.06.2018;;002-Cheque;;12162;;;141050;3.900,00;D;;Sim;
1/3;07.06.2018;;102-Cheque Compensado;;13079;1;1981;141051;2.000,00;D;;Sim;
1/3;07.06.2018;;855-BB CP Administrat Supremo;;;;;070;4.700,00;C;0,00 C;Nao;
1/3;11.06.2018;;870-Transferência recebida;;99015;;;551765000003519;1.800,00;C;;Nao;
1/3;11.06.2018;;002-Cheque;;19640;;;141032;35,00;D;;Sim;
1/3;11.06.2018;;002-Cheque;;19222;;;141054;800,00;D;;Sim;
1/3;11.06.2018;;002-Cheque;;19222;;;141055;1.000,00;D;;Sim;
1/3;11.06.2018;;102-Cheque Compensado;;13079;237;1981;141029;50,70;D;;Sim;
1/3;11.06.2018;;855-BB CP Administrat Supremo;;;;;070;85,70;C;0,00 C;Nao;
1/3;12.06.2018;;870-Transferência recebida;;99015;;;551765000008004;3.000,00;C;;Nao;
1/3;12.06.2018;;002-Cheque;;19222;;;851428;41,05;D;;Sim;
1/3;12.06.2018;;102-Cheque Compensado;;13079;1;1981;141056;2.000,00;D;;Sim;
1/3;12.06.2018;;345-BB CP Administrat Supremo;;;;;070;958,95;D;0,00 C;Nao;
1/3;13.06.2018;;102-Cheque Compensado;;13079;756;1981;141028;70,04;D;;Sim;
1/3;13.06.2018;;102-Cheque Compensado;;13079;1;1981;141033;49,00;D;;Sim;
2/3;13.06.2018;;102-Cheque Compensado;;13079;756;1981;141058;200,00;D;;Sim;
2/3;13.06.2018;;855-BB CP Administrat Supremo;;;;;070;319,04;C;0,00 C;Nao;
2/3;14.06.2018;;870-Transferência recebida;;99015;;;551765000003519;3.345,49;C;;Nao;
2/3;14.06.2018;;002-Cheque;;19640;;;141060;3.345,49;D;;Sim;
2/3;14.06.2018;;102-Cheque Compensado;;13079;341;1981;141053;680,00;D;;Sim;
2/3;14.06.2018;;855-BB CP Administrat Supremo;;;;;070;680,00;C;0,00 C;Nao;
2/3;15.06.2018;;870-Transferência recebida;;99015;;;551765000014677;3.000,00;C;;Nao;
2/3;15.06.2018;;002-Cheque;;19222;;;141059;3.000,00;D;0,00 C;Sim;
2/3;18.06.2018;;002-Cheque;;19222;;;141027;76,68;D;;Sim;
2/3;18.06.2018;;102-Cheque Compensado;;13079;104;1981;141030;148,10;D;;Sim;
2/3;18.06.2018;;102-Cheque Compensado;;13079;756;1981;851441;1.900,00;D;;Sim;
2/3;18.06.2018;;855-BB CP Administrat Supremo;;;;;070;497,18;C;;Nao;
2/3;18.06.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851441;1.900,00;C;;Sim;
2/3;18.06.2018;;248-Estorno Resgate Automático;;;;;070;497,18;D;;Nao;
2/3;18.06.2018;;855-BB CP Administrat Supremo;;;;;070;224,78;C;0,00 C;Nao;
2/3;19.06.2018;;502-Depósito em Dinheiro;;19222;;;17651922200257;399,00;C;;Nao;
2/3;19.06.2018;;870-Transferência recebida;;99015;;;551765000003519;3.000,00;C;;Nao;
2/3;19.06.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851441;0,35;D;;Nao;
2/3;19.06.2018;;345-BB CP Administrat Supremo;;;;;070;3.398,65;D;0,00 C;Nao;
2/3;20.06.2018;;275-Tarifa Devolução de Cheque;;13113;;;811710700045278;55,50;D;;Sim;
2/3;20.06.2018;;102-Cheque Compensado;;13079;756;1981;851441;1.900,00;D;;Sim;
2/3;20.06.2018;;855-BB CP Administrat Supremo;;;;;070;1.955,50;C;0,00 C;Nao;
2/3;21.06.2018;;870-Transferência recebida;;99015;;;551765000003519;800,00;C;;Nao;
2/3;21.06.2018;;002-Cheque;;19222;;;851445;800,00;D;;Sim;
2/3;21.06.2018;;102-Cheque Compensado;;13079;341;1981;851442;500,00;D;;Sim;
2/3;21.06.2018;;855-BB CP Administrat Supremo;;;;;070;500,00;C;0,00 C;Nao;
2/3;22.06.2018;;870-Transferência recebida;;99015;;;551765000003519;5.462,37;C;;Nao;
2/3;22.06.2018;;002-Cheque;;12162;;;141035;31,70;D;;Sim;
2/3;22.06.2018;;002-Cheque;;19640;;;851444;2.000,00;D;;Sim;
2/3;22.06.2018;;002-Cheque;;19640;;;851446;3.462,37;D;;Sim;
2/3;22.06.2018;;855-BB CP Administrat Supremo;;;;;070;31,70;C;0,00 C;Nao;
2/3;25.06.2018;;870-Transferência recebida;;99015;;;551765000003519;1.500,00;C;;Nao;
2/3;25.06.2018;;002-Cheque;;19640;;;851447;1.000,00;D;;Sim;
2/3;25.06.2018;;002-Cheque;;19640;;;851448;1.500,00;D;;Sim;
2/3;25.06.2018;;855-BB CP Administrat Supremo;;;;;070;1.000,00;C;0,00 C;Nao;
2/3;26.06.2018;;870-Transferência recebida;;99015;;;551765000014677;5.800,00;C;;Nao;
1/2;25.04.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;02.05.2018;;102-Cheque Compensado;;13079;1;1981;851421;600,00;D;;Sim;
1/2;02.05.2018;;855-BB CP Administrat Supremo;;;;;070;473,68;C;;Nao;
1/2;02.05.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851421;600,00;C;;Sim;
1/2;02.05.2018;;248-Estorno Resgate Automático;;;;;070;473,68;D;0,00 C;Nao;
1/2;03.05.2018;;870-Transferência recebida;;99015;;;551765000003519;150,00;C;;Nao;
1/2;03.05.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851421;0,35;D;;Nao;
