Folha;Data_Contabil;Data_Lancamento;Historico;Detalhe;Lote;Banco;Origem;Documento;Valor;Tipo;Saldo;Eh_Cheque;Notas
1/5;08.12.2021;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;851956;1.908,00;C;;Sim;
2/5;08.12.2021;;248-Estorno Resgate Automático;;;;;070;10.973,87;D;;Nao;
2/5;08.12.2021;;855-BB CP Automatico S Publico;;;;;070;10.300,00;C;0,00 C;Nao;
2/5;09.12.2021;;202-Taxa BACEN Devolução Docum;Cobrança referente 09/12/2021;13113;;;851956;0,35;D;;Nao;
2/5;09.12.2021;;855-BB CP Automatico S Publico;;;;;070;0,35;C;0,00 C;Nao;
2/5;10.12.2021;;870-Transferência recebida;10/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;11.340,00;C;;Nao;
2/5;10.12.2021;;002-Cheque;10/12 00:00 CENTENARIO DO SUL   PR;12162;;;851957;4.600,00;D;;Sim;
2/5;10.12.2021;;002-Cheque;10/12 00:00 CENTENARIO DO SUL   PR;12162;;;851959;1.340,00;D;;Sim;
2/5;10.12.2021;;275-Tarifa Devolução de Cheque;Cobrança referente 09/12/2021;13113;;;813440700096572;72,00;D;;Sim;
2/5;10.12.2021;;102-Cheque Compensado;;13079;104;1981;851958;3.500,00;D;;Sim;
2/5;10.12.2021;;345-BB CP Automatico S Publico;;;;;070;1.828,00;D;0,00 C;Nao;
2/5;15.12.2021;;870-Transferência recebida;15/12 1765   8004-7 PREF MUN DESE;99015;;;551765000008004;4.600,00;C;;Nao;
2/5;15.12.2021;;170-Tarifa Reativação Fornec C;Cobrança referente 15/12/2021;13113;;;833491200206690;10,25;D;;Nao;
2/5;15.12.2021;;102-Cheque Compensado;;13079;1;1981;851963;3.892,55;D;;Sim;
2/5;15.12.2021;;345-BB CP Automatico S Publico;;;;;070;697,20;D;0,00 C;Nao;
2/5;17.12.2021;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;805,00;C;;Nao;
2/5;17.12.2021;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.200,00;C;;Nao;
2/5;17.12.2021;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
2/5;17.12.2021;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
2/5;17.12.2021;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
2/5;17.12.2021;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.300,00;C;;Nao;
2/5;17.12.2021;;002-Cheque;17/12 00:00 CENTENARIO DO SUL   PR;12162;;;851964;2.000,00;D;;Sim;
2/5;17.12.2021;;002-Cheque;17/12 00:00 CENTENARIO DO SUL   PR;12162;;;851965;1.800,00;D;;Sim;
3/5;17.12.2021;;002-Cheque;17/12 00:00 CENTENARIO DO SUL   PR;12162;;;851966;1.500,00;D;;Sim;
3/5;17.12.2021;;002-Cheque;17/12 00:00 CENTENARIO DO SUL   PR;12162;;;851967;1.800,00;D;;Sim;
3/5;17.12.2021;;102-Cheque Compensado;;13079;104;1981;851960;3.150,00;D;;Sim;
3/5;17.12.2021;;855-BB CP Automatico S Publico;;;;;070;1.845,00;C;0,00 C;Nao;
3/5;20.12.2021;;870-Transferência recebida;20/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.900,00;C;;Nao;
3/5;20.12.2021;;002-Cheque;20/12 00:00 CENTENARIO DO SUL   PR;10976;;;851968;3.715,21;D;;Sim;
3/5;20.12.2021;;345-BB CP Automatico S Publico;;;;;070;2.184,79;D;0,00 C;Nao;
3/5;21.12.2021;;870-Transferência recebida;21/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.830,00;C;;Nao;
3/5;21.12.2021;;102-Cheque Compensado;;13079;1;1981;851969;4.040,54;D;;Sim;
3/5;21.12.2021;;855-BB CP Automatico S Publico;;;;;070;1.210,54;C;0,00 C;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.500,00;C;;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.800,00;C;;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.500,00;C;;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.092,00;C;;Nao;
3/5;22.12.2021;;870-Transferência recebida;22/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.200,00;C;;Nao;
3/5;22.12.2021;;102-Cheque Compensado;;13079;756;1981;851971;3.800,00;D;;Sim;
3/5;22.12.2021;;102-Cheque Compensado;;13079;1;1981;851972;2.200,00;D;;Sim;
3/5;22.12.2021;;345-BB CP Automatico S Publico;;;;;070;14.392,00;D;0,00 C;Nao;
3/5;23.12.2021;;002-Cheque;23/12 00:00 CENTENARIO DO SUL   PR;10976;;;851973;1.800,00;D;;Sim;
3/5;23.12.2021;;002-Cheque;23/12 00:00 CENTENARIO DO SUL   PR;10976;;;851974;1.500,00;D;;Sim;
4/5;23.12.2021;;002-Cheque;23/12 00:00 CENTENARIO DO SUL   PR;10976;;;851975;4.300,00;D;;Sim;
4/5;23.12.2021;;102-Cheque Compensado;;13079;756;1981;851977;1.500,00;D;;Sim;
4/5;23.12.2021;;855-BB CP Automatico S Publico;;;;;070;9.100,00;C;0,00 C;Nao;
4/5;24.12.2021;;002-Cheque;24/12 00:00 CENTENARIO DO SUL   PR;10976;;;851970;2.500,00;D;;Sim;
4/5;24.12.2021;;102-Cheque Compensado;;13079;756;1981;851979;2.650,00;D;;Sim;
4/5;24.12.2021;;855-BB CP Automatico S Publico;;;;;070;5.150,00;C;0,00 C;Nao;
4/5;27.12.2021;;870-Transferência recebida;27/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.780,56;C;;Nao;
4/5;27.12.2021;;870-Transferência recebida;27/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.350,00;C;;Nao;
4/5;27.12.2021;;870-Transferência recebida;27/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.950,56;C;;Nao;
4/5;27.12.2021;;002-Cheque;27/12 00:00 CENTENARIO DO SUL   PR;10976;;;851980;3.350,00;D;;Sim;
4/5;27.12.2021;;002-Cheque;27/12 00:00 CENTENARIO DO SUL   PR;12162;;;851982;2.210,00;D;;Sim;
4/5;27.12.2021;;102-Cheque Compensado;;13079;756;1981;851978;2.170,00;D;;Sim;
4/5;27.12.2021;;102-Cheque Compensado;;13079;756;1981;851981;2.950,00;D;;Sim;
4/5;27.12.2021;;855-BB CP Automatico S Publico;;;;;070;1.598,88;C;0,00 C;Nao;
4/5;28.12.2021;;870-Transferência recebida;28/12 1765   8004-7 PREF MUN DESE;99015;;;551765000008004;2.500,00;C;;Nao;
4/5;28.12.2021;;870-Transferência recebida;28/12 1765   8004-7 PREF MUN DESE;99015;;;551765000008004;2.610,00;C;;Nao;
4/5;28.12.2021;;002-Cheque;28/12 00:00 CENTENARIO DO SUL   PR;12162;;;851983;2.500,00;D;;Sim;
4/5;28.12.2021;;002-Cheque;28/12 00:00 CENTENARIO DO SUL   PR;12162;;;851984;2.500,00;D;;Sim;
4/5;28.12.2021;;345-BB CP Automatico S Publico;;;;;070;110,00;D;0,00 C;Nao;
4/5;29.12.2021;;870-Transferência recebida;29/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.300,00;C;;Nao;
4/5;29.12.2021;;870-Transferência recebida;29/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
4/5;29.12.2021;;102-Cheque Compensado;;13079;1;1981;851986;1.500,00;D;;Sim;
5/5;29.12.2021;;102-Cheque Compensado;;13079;1;1981;851987;1.500,00;D;;Sim;
5/5;29.12.2021;;102-Cheque Compensado;;13079;1;1981;851988;2.800,00;D;0,00 C;Sim;
5/5;30.12.2021;;870-Transferência recebida;30/12 1765   7852-2 PREF MUNIC CEN;99015;;;551765000007852;3.000,00;C;;Nao;
5/5;30.12.2021;;870-Transferência recebida;30/12 1765   7852-2 PREF MUNIC CEN;99015;;;551765000007852;2.980,00;C;;Nao;
5/5;30.12.2021;;870-Transferência recebida;30/12 1765   7852-2 PREF MUNIC CEN;99015;;;551765000007852;2.000,00;C;;Nao;
5/5;30.12.2021;;870-Transferência recebida;30/12 1765   7852-2 PREF MUNIC CEN;99015;;;551765000007852;3.500,00;C;;Nao;
5/5;30.12.2021;;870-Transferência recebida;30/12 1765   7852-2 PREF MUNIC CEN;99015;;;551765000007852;2.500,00;C;;Nao;
5/5;30.12.2021;;002-Cheque;30/12 00:00 CENTENARIO DO SUL   PR;10976;;;851985;1.000,00;D;;Sim;
5/5;30.12.2021;;002-Cheque;30/12 00:00 CENTENARIO DO SUL   PR;12162;;;851989;2.500,00;D;;Sim;
5/5;30.12.2021;;002-Cheque;30/12 00:00 CENTENARIO DO SUL   PR;10976;;;851990;1.500,00;D;;Sim;
5/5;30.12.2021;;002-Cheque;30/12 00:00 CENTENARIO DO SUL   PR;12162;;;851991;1.500,00;D;;Sim;
5/5;30.12.2021;;002-Cheque;30/12 00:00 CENTENARIO DO SUL   PR;12162;;;851993;500,00;D;;Sim;
5/5;30.12.2021;;102-Cheque Compensado;;13079;756;1981;851992;4.730,24;D;;Sim;
5/5;30.12.2021;;345-BB CP Automatico S Publico;;;;;070;2.249,76;D;0,00 C;Nao;
1/4;29.10.2021;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/4;01.11.2021;;870-Transferência recebida;01/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.500,00;C;;Nao;
1/4;01.11.2021;;002-Cheque;01/11 00:00 CENTENARIO DO SUL   PR;19222;;;851921;1.820,00;D;;Sim;
1/4;01.11.2021;;002-Cheque;01/11 00:00 CENTENARIO DO SUL   PR;19222;;;851922;3.208,56;D;;Sim;
1/4;01.11.2021;;345-BB CP Automatico S Publico;;;;;070;471,44;D;0,00 C;Nao;
1/4;03.11.2021;;870-Transferência recebida;03/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;6.400,00;C;;Nao;
1/4;03.11.2021;;002-Cheque;03/11 00:00 CENTENARIO DO SUL   PR;12162;;;851923;2.780,00;D;;Sim;
1/4;03.11.2021;;102-Cheque Compensado;;13079;341;1981;851924;3.435,00;D;;Sim;
1/4;03.11.2021;;345-BB CP Automatico S Publico;;;;;070;185,00;D;0,00 C;Nao;
1/4;04.11.2021;;870-Transferência recebida;04/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.300,00;C;;Nao;
1/4;04.11.2021;;102-Cheque Compensado;;13079;1;1981;851925;3.108,94;D;;Sim;
1/4;04.11.2021;;345-BB CP Automatico S Publico;;;;;070;191,06;D;0,00 C;Nao;
1/4;05.11.2021;;870-Transferência recebida;05/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.622,09;C;;Nao;
1/4;05.11.2021;;976-TED-Crédito em Conta;104 1148 9333796000179 PR 410510 FMS;14175;;;176971669;1.035,00;C;;Nao;
1/4;05.11.2021;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;176978856;1.642,91;C;;Nao;
1/4;05.11.2021;;002-Cheque;05/11 00:00 CENTENARIO DO SUL   PR;12162;;;851926;1.800,00;D;;Sim;
1/4;05.11.2021;;002-Cheque;05/11 00:00 CENTENARIO DO SUL   PR;12162;;;851927;2.300,00;D;;Sim;
1/4;05.11.2021;;002-Cheque;05/11 00:00 CENTENARIO DO SUL   PR;10976;;;851928;2.000,00;D;;Sim;
1/4;05.11.2021;;855-BB CP Automatico S Publico;;;;;070;1.800,00;C;0,00 C;Nao;
1/4;10.11.2021;;870-Transferência recebida;10/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.499,07;C;;Nao;
2/4;10.11.2021;;102-Cheque Compensado;;13079;1;1981;851931;2.380,00;D;;Sim;
2/4;10.11.2021;;345-BB CP Automatico S Publico;;;;;070;119,07;D;0,00 C;Nao;
2/4;11.11.2021;;870-Transferência recebida;11/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.500,00;C;;Nao;
2/4;11.11.2021;;345-BB CP Automatico S Publico;;;;;070;2.500,00;D;0,00 C;Nao;
2/4;12.11.2021;;870-Transferência recebida;12/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.000,00;C;;Nao;
2/4;12.11.2021;;002-Cheque;12/11 00:00 CENTENARIO DO SUL   PR;12162;;;851932;3.500,00;D;;Sim;
2/4;12.11.2021;;002-Cheque;12/11 00:00 CENTENARIO DO SUL   PR;12162;;;851933;3.823,00;D;;Sim;
2/4;12.11.2021;;102-Cheque Compensado;;13079;756;1981;851934;2.255,00;D;;Sim;
2/4;12.11.2021;;855-BB CP Automatico S Publico;;;;;070;4.578,00;C;0,00 C;Nao;
2/4;16.11.2021;;870-Transferência recebida;16/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.150,00;C;;Nao;
2/4;16.11.2021;;002-Cheque;16/11 00:00 CENTENARIO DO SUL   PR;12162;;;851929;5.000,00;D;;Sim;
2/4;16.11.2021;;102-Cheque Compensado;;13079;756;1981;851935;2.220,00;D;;Sim;
2/4;16.11.2021;;102-Cheque Compensado;;13079;1;1981;851937;4.520,00;D;;Sim;
2/4;16.11.2021;;855-BB CP Automatico S Publico;;;;;070;200,28;C;;Nao;
2/4;16.11.2021;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;851935;2.220,00;C;;Sim;
2/4;16.11.2021;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;851937;4.520,00;C;;Sim;
2/4;16.11.2021;;248-Estorno Resgate Automático;;;;;070;200,28;D;;Nao;
2/4;16.11.2021;;345-BB CP Automatico S Publico;;;;;070;150,00;D;0,00 C;Nao;
2/4;17.11.2021;;870-Transferência recebida;17/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;7.000,00;C;;Nao;
2/4;17.11.2021;;870-Transferência recebida;17/11 1765   8004-7 PREF MUN DESE;99015;;;551765000008004;6.000,00;C;;Nao;
2/4;17.11.2021;;202-Taxa BACEN Devolução Docum;Cobrança referente 17/11/2021;13113;;;851935;0,70;D;;Nao;
2/4;17.11.2021;;102-Cheque Compensado;;13079;756;1981;851936;630,00;D;;Sim;
2/4;17.11.2021;;102-Cheque Compensado;;13079;341;1981;851938;4.105,94;D;;Sim;
2/4;17.11.2021;;102-Cheque Compensado;;13079;1;1981;851939;1.680,00;D;;Sim;
2/4;17.11.2021;;345-BB CP Automatico S Publico;;;;;070;6.583,36;D;0,00 C;Nao;
3/4;18.11.2021;;002-Cheque;18/11 00:00 CENTENARIO DO SUL   PR;10976;;;851937;4.520,00;D;;Sim;
3/4;18.11.2021;;275-Tarifa Devolução de Cheque;Cobrança referente 17/11/2021;13113;;;813220700035074;144,00;D;;Sim;
3/4;18.11.2021;;102-Cheque Compensado;;13079;756;1981;851935;2.220,00;D;;Sim;
3/4;18.11.2021;;855-BB CP Automatico S Publico;;;;;070;6.884,00;C;0,00 C;Nao;
3/4;19.11.2021;;870-Transferência recebida;19/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;6.800,00;C;;Nao;
3/4;19.11.2021;;002-Cheque;19/11 00:00 CENTENARIO DO SUL   PR;12162;;;851940;4.200,00;D;;Sim;
3/4;19.11.2021;;002-Cheque;19/11 00:00 CENTENARIO DO SUL   PR;12162;;;851941;2.380,00;D;;Sim;
3/4;19.11.2021;;102-Cheque Compensado;;13079;1;1981;851930;4.892,00;D;;Sim;
3/4;19.11.2021;;855-BB CP Automatico S Publico;;;;;070;51,25;C;;Nao;
3/4;19.11.2021;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;851930;4.892,00;C;;Sim;
3/4;19.11.2021;;248-Estorno Resgate Automático;;;;;070;51,25;D;;Nao;
3/4;19.11.2021;;345-BB CP Automatico S Publico;;;;;070;220,00;D;0,00 C;Nao;
3/4;22.11.2021;;202-Taxa BACEN Devolução Docum;Cobrança referente 22/11/2021;13113;;;851930;0,35;D;;Nao;
3/4;22.11.2021;;855-BB CP Automatico S Publico;;;;;070;0,35;C;0,00 C;Nao;
3/4;23.11.2021;;870-Transferência recebida;23/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.892,00;C;;Nao;
3/4;23.11.2021;;870-Transferência recebida;23/11 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.419,24;C;;Nao;
3/4;23.11.2021;;275-Tarifa Devolução de Cheque;Cobrança referente 22/11/2021;13113;;;813270700461308;72,00;D;;Sim;
3/4;23.11.2021;;102-Cheque Compensado;;13079;756;1981;851943;3.419,24;D;;Sim;
3/4;23.11.2021;;345-BB CP Automatico S Publico;;;;;070;6.820,00;D;0,00 C;Nao;
3/4;26.11.2021;;870-Transferência recebida;26/11 1765   8004-7 PREF MUN DESE;99015;;;551765000008004;5.500,00;C;;Nao;
3/4;26.11.2021;;002-Cheque;26/11 00:00 CENTENARIO DO SUL   PR;12162;;;851945;3.500,00;D;;Sim;
3/4;26.11.2021;;002-Cheque;26/11 00:00 CENTENARIO DO SUL   PR;12162;;;851947;1.247,00;D;;Sim;
3/4;26.11.2021;;102-Cheque Compensado;;13079;1;1981;851946;1.800,00;D;;Sim;
1/3;30.11.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;01.12.2020;;870-Transferência recebida;01/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.920,00;C;;Nao;
1/3;01.12.2020;;002-Cheque;;19222;;;851830;1.460,00;D;;Sim;
1/3;01.12.2020;;345-BB CP Automatico S Publico;;;;;070;1.460,00;D;0,00 C;Nao;
1/3;02.12.2020;;102-Cheque Compensado;;13079;748;1981;851829;1.460,00;D;;Sim;
1/3;02.12.2020;;855-BB CP Automatico S Publico;;;;;070;1.460,00;C;0,00 C;Nao;
1/3;04.12.2020;;870-Transferência recebida;04/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.800,00;C;;Nao;
1/3;04.12.2020;;002-Cheque;;12162;;;851832;3.750,00;D;;Sim;
1/3;04.12.2020;;345-BB CP Automatico S Publico;;;;;070;50,00;D;0,00 C;Nao;
1/3;07.12.2020;;870-Transferência recebida;07/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.200,00;C;;Nao;
1/3;07.12.2020;;002-Cheque;;12162;;;851833;3.300,00;D;;Sim;
1/3;07.12.2020;;002-Cheque;;12162;;;851834;2.850,00;D;;Sim;
1/3;07.12.2020;;855-BB CP Automatico S Publico;;;;;070;950,00;C;0,00 C;Nao;
1/3;09.12.2020;;870-Transferência recebida;09/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;8.380,00;C;;Nao;
1/3;09.12.2020;;002-Cheque;;12162;;;851837;3.425,00;D;;Sim;
1/3;09.12.2020;;002-Cheque;;12162;;;851838;3.000,00;D;;Sim;
1/3;09.12.2020;;345-BB CP Automatico S Publico;;;;;070;1.955,00;D;0,00 C;Nao;
1/3;11.12.2020;;002-Cheque;;12162;;;851840;1.542,00;D;;Sim;
1/3;11.12.2020;;855-BB CP Automatico S Publico;;;;;070;1.542,00;C;0,00 C;Nao;
1/3;14.12.2020;;102-Cheque Compensado;;13079;237;1981;851831;1.500,00;D;;Sim;
1/3;14.12.2020;;855-BB CP Automatico S Publico;;;;;070;1.500,00;C;0,00 C;Nao;
1/3;15.12.2020;;102-Cheque Compensado;;13079;1;1981;851839;26,00;D;;Sim;
1/3;15.12.2020;;855-BB CP Automatico S Publico;;;;;070;26,00;C;0,00 C;Nao;
1/3;17.12.2020;;870-Transferência recebida;17/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;9.500,00;C;;Nao;
1/3;17.12.2020;;002-Cheque;;12162;;;141361;2.000,00;D;;Sim;
1/3;17.12.2020;;002-Cheque;;12162;;;141362;3.480,27;D;;Sim;
1/3;17.12.2020;;002-Cheque;;12162;;;141363;3.250,00;D;;Sim;
1/3;17.12.2020;;345-BB CP Automatico S Publico;;;;;070;769,73;D;0,00 C;Nao;
2/2;21.07.2020;;002-Cheque;;19222;;;851809;2.400,00;D;;Sim;
2/2;21.07.2020;;345-BB CP Automatico S Publico;;;;;070;200,00;D;0,00 C;Nao;
2/2;22.07.2020;;102-Cheque Compensado;;13079;237;1981;851807;1.800,00;D;;Sim;
2/2;22.07.2020;;855-BB CP Automatico S Publico;;;;;070;1.800,00;C;0,00 C;Nao;
2/2;24.07.2020;;870-Transferência recebida;24/07 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.500,00;C;;Nao;
2/2;24.07.2020;;002-Cheque;;19222;;;851810;2.000,00;D;;Sim;
2/2;24.07.2020;;002-Cheque;;19222;;;851811;2.180,00;D;;Sim;
2/2;24.07.2020;;345-BB CP Automatico S Publico;;;;;070;320,00;D;0,00 C;Nao;
2/2;28.07.2020;;870-Transferência recebida;28/07 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.432,00;C;;Nao;
2/2;28.07.2020;;002-Cheque;;19222;;;851813;2.984,00;D;;Sim;
2/2;28.07.2020;;345-BB CP Automatico S Publico;;;;;070;448,00;D;0,00 C;Nao;
2/2;29.07.2020;;870-Transferência recebida;29/07 1765     12930-5 PM CENT DO SUL;99015;;;551765000012930;1.500,00;C;;Nao;
2/2;29.07.2020;;345-BB CP Automatico S Publico;;;;;070;1.500,00;D;0,00 C;Nao;
2/2;31.07.2020;;870-Transferência recebida;31/07 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;5.400,00;C;;Nao;
2/2;31.07.2020;;002-Cheque;;12162;;;851814;500,00;D;;Sim;
2/2;31.07.2020;;002-Cheque;;12162;;;851816;2.750,00;D;;Sim;
2/2;31.07.2020;;102-Cheque Compensado;;13079;748;1981;851815;2.400,00;D;;Sim;
2/2;31.07.2020;;855-BB CP Automatico S Publico;;;;;070;250,00;C;0,00 C;Nao;
2/3;22.12.2020;;870-Transferência recebida;22/12 1765     8004-7 PREF MUN DESE;99015;;;551765000008004;4.500,00;C;;Nao;
2/3;22.12.2020;;002-Cheque;;12162;;;141364;3.850,00;D;;Sim;
2/3;22.12.2020;;002-Cheque;;12162;;;141365;3.000,00;D;;Sim;
2/3;22.12.2020;;855-BB CP Automatico S Publico;;;;;070;2.350,00;C;0,00 C;Nao;
2/3;23.12.2020;;870-Transferência recebida;23/12 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.250,00;C;;Nao;
2/3;23.12.2020;;002-Cheque;;12162;;;141367;4.080,00;D;;Sim;
2/3;23.12.2020;;102-Cheque Compensado;;13079;756;1981;141366;840,00;D;;Sim;
2/3;23.12.2020;;855-BB CP Automatico S Publico;;;;;070;670,00;C;0,00 C;Nao;
2/3;28.12.2020;;002-Cheque;;12162;;;141369;600,00;D;;Sim;
2/3;28.12.2020;;855-BB CP Automatico S Publico;;;;;070;600,00;C;0,00 C;Nao;
2/3;29.12.2020;;870-Transferência recebida;29/12 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;6.000,00;C;;Nao;
2/3;29.12.2020;;002-Cheque;;12162;;;141370;3.000,00;D;;Sim;
2/3;29.12.2020;;002-Cheque;;12162;;;141371;2.820,34;D;;Sim;
2/3;29.12.2020;;102-Cheque Compensado;;13079;98;1981;851835;2.000,00;D;;Sim;
2/3;29.12.2020;;855-BB CP Automatico S Publico;;;;;070;846,16;C;;Nao;
2/3;29.12.2020;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;851835;2.000,00;C;;Sim;
2/3;29.12.2020;;248-Estorno Resgate Automático;;;;;070;846,16;D;;Nao;
2/3;29.12.2020;;345-BB CP Automatico S Publico;;;;;070;179,66;D;0,00 C;Nao;
2/3;30.12.2020;;870-Transferência recebida;30/12 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;10.000,00;C;;Nao;
2/3;30.12.2020;;002-Cheque;;19222;;;141372;1.460,00;D;;Sim;
2/3;30.12.2020;;002-Cheque;;12162;;;141373;3.820,24;D;;Sim;
2/3;30.12.2020;;002-Cheque;;12162;;;141374;2.400,00;D;;Sim;
2/3;30.12.2020;;202-Taxa BACEN Devolução Docum;Cobrança referente 30/12/2020;13113;;;851835;0,35;D;;Nao;
2/3;30.12.2020;;345-BB CP Automatico S Publico;;;;;070;2.319,41;D;0,00 C;Nao;
2/3;31.12.2020;;275-Tarifa Devolução de Cheque;Cobrança referente 30/12/2020;13113;;;823660700165728;72,00;D;;Sim;
1/2;28.10.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;06.11.2020;;870-Transferência recebida;06/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;6.190,00;C;;Nao;
1/2;06.11.2020;;870-Transferência recebida;06/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.000,00;C;;Nao;
1/2;06.11.2020;;002-Cheque;;12162;;;141352;3.790,00;D;;Sim;
1/2;06.11.2020;;002-Cheque;;12162;;;141353;2.400,00;D;;Sim;
1/2;06.11.2020;;002-Cheque;;12162;;;141354;4.000,00;D;0,00 C;Sim;
1/2;11.11.2020;;870-Transferência recebida;11/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.000,00;C;;Nao;
1/2;11.11.2020;;345-BB CP Automatico S Publico;;;;;070;4.000,00;D;0,00 C;Nao;
1/2;12.11.2020;;002-Cheque;;19222;;;141355;3.681,40;D;;Sim;
1/2;12.11.2020;;855-BB CP Automatico S Publico;;;;;070;3.681,40;C;0,00 C;Nao;
1/2;13.11.2020;;870-Transferência recebida;13/11 1765     7325-3 APMI MOVIMENTO;99015;;;551765000007325;3.750,00;C;;Nao;
1/2;13.11.2020;;002-Cheque;;12162;;;141357;3.750,00;D;0,00 C;Sim;
1/2;17.11.2020;;870-Transferência recebida;17/11 1765     8004-7 PREF MUN DESE;99015;;;551765000008004;4.000,00;C;;Nao;
1/2;17.11.2020;;002-Cheque;;12162;;;141358;3.750,00;D;;Sim;
1/2;17.11.2020;;345-BB CP Automatico S Publico;;;;;070;250,00;D;0,00 C;Nao;
1/2;18.11.2020;;870-Transferência recebida;18/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.750,00;C;;Nao;
1/2;18.11.2020;;976-TED-Crédito em Conta;104 1148 758455030000167 PREF MUN CENTE;14175;;;821977547;4.000,00;C;;Nao;
1/2;18.11.2020;;002-Cheque;;12162;;;141359;4.150,00;D;;Sim;
1/2;18.11.2020;;002-Cheque;;19222;;;141360;3.000,00;D;;Sim;
1/2;18.11.2020;;345-BB CP Automatico S Publico;;;;;070;1.600,00;D;0,00 C;Nao;
1/2;20.11.2020;;870-Transferência recebida;20/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;6.000,00;C;;Nao;
1/2;20.11.2020;;002-Cheque;;12162;;;851821;1.500,00;D;;Sim;
1/2;20.11.2020;;002-Cheque;;19222;;;851822;2.600,00;D;;Sim;
